States/UTs,Area,Number of Households surveyed,Number of Women age 15-49 years interviewed,Number of Men age 15-54 years interviewed,Female population age 6 years and above who ever attended school (%),Population below age 15 years (%)," Sex ratio of the total population (females per 1,000 males)","Sex ratio at birth for children born in the last five years (females per 1,000 males)",Children under age 5 years whose birth was registered with the civil authority (%),Deaths in the last 3 years registered with the civil authority (%),Population living in households with electricity (%),Population living in households with an improved drinking-water source1 (%),Population living in households that use an improved sanitation facility2 (%),Households using clean fuel for cooking3 (%),Households using iodized salt (%),Households with any usual member covered under a health insurance/financing scheme (%),Children age 5 years who attended pre-primary school during the school year 2019-20 (%),Women (age 15-49) who are literate4 (%),Men (age 15-49) who are literate4 (%),Women (age 15-49)  with 10 or more years of schooling (%),Men (age 15-49)  with 10 or more years of schooling (%),Women (age 15-49)  who have ever used the internet (%),Men (age 15-49)  who have ever used the internet (%),Women age 20-24 years married before age 18 years (%),Men age 25-29 years married before age 21 years (%),Total Fertility Rate (number of children per woman),Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),Adolescent fertility rate for women age 15-19 years5,Neonatal mortality rate (per 1000 live births),Infant mortality rate (per 1000 live births),Under-five mortality rate (per 1000 live births),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Any method6 (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Any modern method6 (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Female sterilization (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Male sterilization (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - IUD/PPIUD (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Pill (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Condom (%),Current Use of Family Planning Methods (Currently Married Women Age 15-49  years) - Injectables (%),Total Unmet need for Family Planning (Currently Married Women Age 15-49  years)7 (%),Unmet need for spacing (Currently Married Women Age 15-49  years)7 (%),Health worker ever talked to female non-users about family planning (%),Current users ever told about side effects of current method of family planning8 (%),Mothers who had an antenatal check-up in the first trimester  (for last birth in the 5 years before the survey) (%),Mothers who had at least 4 antenatal care visits  (for last birth in the 5 years before the survey) (%),Mothers whose last birth was protected against neonatal tetanus (for last birth in the 5 years before the survey)9 (%),Mothers who consumed iron folic acid for 100 days or more when they were pregnant (for last birth in the 5 years before the survey) (%),Mothers who consumed iron folic acid for 180 days or more when they were pregnant (for last birth in the 5 years before the survey} (%),Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (for last birth in the 5 years before the survey) (%),Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (for last birth in the 5 years before the survey) (%),Average out-of-pocket expenditure per delivery in a public health facility (for last birth in the 5 years before the survey) (Rs.),Children born at home who were taken to a health facility for a check-up within 24 hours of birth (for last birth in the 5 years before the survey} (%),Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/ other health personnel within 2 days of delivery (for last birth in the 5 years before the survey) (%),Institutional births (in the 5 years before the survey) (%),Institutional births in public facility (in the 5 years before the survey) (%),Home births that were conducted by skilled health personnel  (in the 5 years before the survey)10 (%),Births attended by skilled health personnel (in the 5 years before the survey)10 (%),Births delivered by caesarean section (in the 5 years before the survey) (%),Births in a private health facility that were delivered by caesarean section (in the 5 years before the survey) (%),Births in a public health facility that were delivered by caesarean section (in the 5 years before the survey) (%),Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),Children age 12-23 months who have received BCG (%),Children age 12-23 months who have received 3 doses of polio vaccine13 (%),Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),Children age 9-35 months who received a vitamin A dose in the last 6 months (%),Children age 12-23 months who received most of their vaccinations in a public health facility (%),Children age 12-23 months who received most of their vaccinations in a private health facility (%),Prevalence of diarrhoea in the 2 weeks preceding the survey (Children under age 5 years) (%) ,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (Children under age 5 years) (%) ,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (Children under age 5 years) (%) ,Children swith diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (Children under age 5 years) (%) ,Children Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (Children under age 5 years) (%) ,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (Children under age 5 years) (%)  ,Children under age 3 years breastfed within one hour of birth15 (%),Children under age 6 months exclusively breastfed16 (%),Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),"Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)","Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)","Total children age 6-23 months receiving an adequate diet16, 17  (%)",Children under 5 years who are stunted (height-for-age)18 (%),Children under 5 years who are wasted (weight-for-height)18 (%),Children under 5 years who are severely wasted (weight-for-height)19 (%),Children under 5 years who are underweight (weight-for-age)18 (%),Children under 5 years who are overweight (weight-for-height)20 (%),Women (age 15-49 years) whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),Men (age 15-49 years) whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),Women (age 15-49 years) who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),Men (age 15-49 years) who are overweight or obese (BMI ≥25.0 kg/m2) (%),Women (age 15-49 years) who have high risk waist-to-hip ratio (≥0.85) (%),Men (age 15-49 years) who have high risk waist-to-hip ratio (≥0.90) (%),Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),All women age 15-49 years who are anaemic22 (%),All women age 15-19 years who are anaemic22 (%) ,Men age 15-49 years who are anaemic (<13.0 g/dl)22 (%),Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%),Women  age 15 years and above with high (141-160 mg/dl) Blood sugar level23 (%),Women age 15 years and above wih very high (>160 mg/dl) Blood sugar level23 (%),Women age 15 years and above wih high or very high (>140 mg/dl) Blood sugar level or taking medicine to control blood sugar level23 (%),Men age 15 years and above wih high (141-160 mg/dl) Blood sugar level23 (%),Men (age 15 years and above wih  very high (>160 mg/dl) Blood sugar level23 (%),Men age 15 years and above wih high or very high (>140 mg/dl) Blood sugar level  or taking medicine to control blood sugar level23 (%),Women age 15 years and above wih Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Women age 15 years and above wih Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),Women age 15 years and above wih Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),Men age 15 years and above wih Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Men age 15 years and above wih Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%),Men age 15 years and above wih Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),Women (age 30-49 years) Ever undergone a screening test for cervical cancer (%),Women (age 30-49 years) Ever undergone a breast examination for breast cancer (%),Women (age 30-49 years) Ever undergone an oral cavity examination for oral cancer (%),Men (age 30-49 years)Ever undergone an oral cavity examination for oral cancer (%),Women (age 15-49 years) who have comprehensive knowledge24 of HIV/AIDS (%),Men (age 15-49 years) who have comprehensive knowledge24 of HIV/AIDS (%),Women (age 15-49 years) who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),Men (age 15-49 years) who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),Currently married women (age 15-49 years) who usually participate in three household decisions25 (%),Women (age 15-49 years) who worked in the last 12 months and were paid in cash (%),Women (age 15-49 years) owning a house and/or land (alone or jointly with others) (%),Women (age 15-49 years) having a bank or savings account that they themselves use (%),Women (age 15-49 years) having a mobile phone that they themselves use (%),Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%),Ever-married women age 18-49 years who have ever experienced spousal violence27 (%),Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%),Young women age 18-29 years who experienced sexual violence by age 18 (%),Women age 15 years and above who use any kind of tobacco (%),Men age 15 years and above who use any kind of tobacco (%),Women age 15 years and above who consume alcohol (%),Men age 15 years and above who consume alcohol (%)
Arunachal Pradesh,Rural,14554,15554,2260,69.02,27.2,998.17,989.95,87.36,33.43,93.97,92.93,83.41,46.25,99.21,28.5,5.54,71.63,85.6,36.19,44.97,49.61,68.48,19.33,21.48,1.88,6.63,39.69,6.93,12.25,18.27,59.51,47.57,18.71,0,6.21,15.87,4.17,1.04,12.27,6.9,19.04,73.92,52.4,34.61,76.05,22.85,7.85,95.18,54.61,9648.8,1.89,54.78,77.3,73.64,4.11,80.3,14.39,43.84,17.36,64.59,76.85,87.13,68.82,76.83,80.08,27.06,32.44,71.83,68.82,97.31,0.65,5.26,63.11,26.87,52.55,2.04,45.85,51.68,62.93,49.48,23.35,12.81,21.42,27.91,13.55,6.81,15.78,9.67,5.71,4.56,22.87,26.6,69.41,45.71,57.13,41.57,28.64,41.01,49.56,21.45,25.59,4.62,3.04,8.19,6.78,4.29,11.85,16.45,6.68,24.81,22.75,9.05,33.05,0.74,0.27,0.47,0.68,12.51,33.98,62.92,79.08,86.64,23.55,70.25,76.74,75.28,91.38,25.95,3.34,0.81,19.67,51.4,25.86,54.26
Arunachal Pradesh,Total,18268,19765,2881,71.16,27.05,996.81,978.73,87.69,34.46,94.8,93.71,82.88,53.19,99.24,29.31,5.9,73.78,86.69,39.36,48.18,52.92,71.58,18.88,20.84,1.8,6.03,37.51,7.72,12.87,18.82,59.11,47.15,18.24,0,6.22,15.48,4.68,0.98,12.45,7.01,19.4,73.65,53.09,36.51,76.92,23.8,8.6,95.58,56.41,9731.31,2.26,56.49,79.18,74.84,3.98,82.09,14.76,47.27,16.99,64.87,76.39,87.93,69.02,77.65,80.72,27.39,31.97,72.99,69.74,97.58,0.66,5.12,62.7,27.92,53.37,2.1,47.1,52.01,63.43,48.35,23.82,13.07,21.99,27.98,13.08,6.51,15.41,9.65,5.69,4.87,23.87,27.57,68.94,46.08,56.56,40.82,27.86,40.27,48.48,21.44,24.94,4.64,3.14,8.39,6.71,4.34,11.87,16.41,6.69,24.88,22.81,8.96,33.07,0.84,0.33,0.55,0.76,12.28,33.38,62.22,77.66,87.03,23.46,70.18,78.24,76.36,91.76,24.78,3,0.68,18.81,50.33,24.19,52.72
Assam,Urban,3988,4291,681,87.87,21.29,982.21,916.34,96.99,80.47,99,92.31,69.72,85.49,99.57,50.11,4.13,87.47,92.62,49.02,53.24,49.02,67.4,22.32,18.3,1.5,5.82,40.93,15.18,22.73,33,61.38,42.31,9.28,0.1,3.35,21.22,7.59,0.28,9.91,3.07,18,67.39,72.7,62.55,96.16,54.44,22.62,98.87,76.8,6651.14,2.84,80.65,93.51,66.28,2.22,94.85,39.15,78.84,26.68,63.15,70.56,92.63,69.27,79.73,77.25,12.54,44.8,72.68,63.99,88.39,9.18,2.74,-80.99,-27,-61.83,2.47,55.04,48.46,67.33,-57.55,8.27,Null,7.94,29.76,19.07,8.03,25.89,7.95,13.91,11.27,23.83,25.39,66.57,54.23,66.35,66.03,41.44,65.23,67.36,27.56,34.59,8.42,6.97,16.64,8.81,9.49,20.39,12,5.1,22.45,13.83,5.32,23.83,0.59,0.37,0.44,0,24.12,28.95,76.25,86.94,93.85,17.22,36.27,81.85,75.44,82.93,26.61,2.19,7.37,16.22,43.89,2.56,21.33
Assam,Rural,26131,30688,4292,76.54,29.49,1016.88,970.34,96.19,62.84,91.49,84.99,68.35,33.67,98.63,61.91,4.42,75.39,82.76,26.15,32.15,24.36,37.82,33.35,22.52,1.93,12.53,63.79,23.38,33.06,39.89,60.7,45.8,8.91,0.1,2.87,28.55,4.41,0.58,11.12,4.3,22.08,70.27,62.67,49.16,94.31,46.57,17.98,98.69,63.83,5269.29,1.93,68.47,82.92,75.41,2.62,85.07,15.55,66.94,13.94,66.9,71.97,92.49,73.99,81.96,83.57,20.33,45.49,75.39,57.41,96.59,1.32,5.8,68.36,28.02,52.99,2.5,50.76,49.17,63.01,51.22,8.08,5.94,7.96,35.96,22.05,9.17,33.61,4.47,18.29,13.8,13.63,14.54,67.26,43.17,68.64,66.41,55.9,65.96,66.97,37.52,40.44,6.62,4.54,12.12,8.33,5.6,15.2,10.76,4.68,18.51,12.67,4.22,19.62,0.13,0.15,0.19,1.64,18.31,24.61,70.59,84.86,91.77,19.27,43.85,77.86,53.87,63.81,32.87,2.3,8.1,23.18,53.33,8.18,25.87
Assam,Total,30119,34979,4973,78.19,28.31,1011.81,964.19,96.28,65.51,92.57,86.04,68.55,42.13,98.78,59.99,4.39,77.2,84.31,29.57,35.46,28.21,42.26,31.82,21.83,1.87,11.73,60.99,22.48,31.93,39.12,60.8,45.31,8.97,0.1,2.93,27.53,4.86,0.54,10.95,4.13,21.42,69.96,63.83,50.7,94.52,47.47,18.51,98.71,65.33,5415.26,1.97,69.88,84.09,74.41,2.58,86.14,18.14,70.62,15.19,66.44,71.8,92.51,73.4,81.68,82.78,19.36,45.4,75.05,58.18,95.58,2.29,5.46,69.06,27.97,53.48,2.49,51.21,49.09,63.56,51.7,8.1,5.43,7.96,35.29,21.73,9.05,32.78,4.85,17.64,13.41,15.16,16.22,67.16,44.88,68.38,66.35,54.21,65.86,67.01,35.99,39.63,6.89,4.91,12.8,8.4,6.19,15.98,10.95,4.75,19.1,12.85,4.39,20.26,0.21,0.19,0.23,1.37,19.22,25.29,71.48,85.19,92.08,18.95,42.66,78.49,57.24,66.28,31.98,2.28,7.99,22.1,51.82,7.31,25.14
Bihar,Urban,3789,4601,734,74.19,31.62,982.26,940.29,75.38,47.65,96.2,99.46,69.17,78.56,96.18,11.58,18.51,74.93,83.95,47.99,57.11,38.43,58.39,27.87,18.28,2.35,7.37,59.79,29.49,43.05,49.95,62.28,47.04,31.82,0.21,1.27,3.6,7.33,1.08,11.51,5.02,17.54,49.29,59.84,32.36,90.45,26.03,15.25,84.98,62.55,3511.09,3.13,66.11,84.05,47.36,3.59,83.11,15.67,36.68,4.66,66.65,77.43,95.32,71.14,82.95,84.21,35.09,4.9,80.21,52.53,91.12,7.35,12.64,56.73,25.29,63.19,2.96,67.84,35.09,55.82,38.83,8.16,13.84,9.15,36.78,21.62,7.65,35.81,2.24,18.66,12.92,25.16,18.71,68.38,54.77,67.89,65.99,56.1,65.58,67.19,27.14,32.98,7.18,7.98,16.34,10.23,9.15,20.31,9,3.21,16.55,11.73,4.19,19.5,0.61,0.44,0.35,1.28,13.53,33.14,66.56,82.72,84.04,11.66,53.43,79.14,61.75,74.66,40.61,1.91,7.12,3.58,40.33,0.5,14
Bihar,Rural,32045,37882,4163,58.73,37.24,1111.18,903.25,75.68,35.51,96.27,99.15,45.68,30.25,92.75,15.09,10.48,54.54,77.01,25.21,38.9,17,39.43,43.36,34.26,3.11,11.64,80.02,35.2,47.31,57.42,54.63,43.92,35.28,0.1,0.67,1.76,3.38,1.13,13.94,6.31,20.73,50.04,51.87,24.03,89.39,16.71,8.32,90.23,56.47,2771.15,2.85,58.24,75.02,58.33,6.47,78.33,8.82,40.61,3.5,71.6,83.44,95.55,76.2,85.26,85.96,29.08,3.12,82.57,56.52,97.41,1.44,13.86,58.41,25.59,64.85,3.62,69.55,30.54,59.35,39.02,11.18,11.08,11.17,43.85,23.08,9,41.79,2.43,26.88,23.76,14.16,13.6,58.78,45.92,69.69,63.08,63.88,63.14,65.44,30.05,35.2,6.29,4.93,12.03,7.83,6.53,15.36,8.6,3.72,15.8,11.02,4.33,18.11,0.86,0.31,0.25,0.84,9.69,23.03,55.57,79.8,87.02,12.8,55.67,76.21,49.26,55.97,39.87,2.96,8.51,5.25,50.68,0.42,15.82
Bihar,Total,35834,42483,4897,61.1,36.35,1089.62,907.99,75.64,37.06,96.26,99.2,49.4,37.79,93.28,14.55,11.53,57.78,78.5,28.83,42.8,20.6,43.63,40.8,30.47,2.98,11.03,76.95,34.46,46.76,56.44,55.77,44.38,34.76,0.12,0.76,2.03,3.97,1.12,13.58,6.12,20.23,49.93,52.94,25.15,89.53,17.96,9.25,89.54,57.28,2848.31,2.87,59.3,76.2,56.91,6.1,78.95,9.71,39.64,3.62,70.96,82.69,95.52,75.54,84.96,85.73,29.86,3.35,82.26,56.01,96.6,2.2,13.7,58.21,25.56,64.65,3.54,69.35,31.11,58.93,39,10.81,11.54,10.91,42.94,22.89,8.83,41.03,2.41,25.56,21.53,15.93,14.66,60.33,47.74,69.43,63.55,63.08,63.52,65.68,29.45,34.83,6.42,5.41,12.71,8.26,7,16.24,8.67,3.64,15.92,11.15,4.31,18.36,0.82,0.33,0.26,0.94,10.33,25.19,57.42,80.42,86.53,12.61,55.29,76.7,51.36,58.81,39.98,2.8,8.3,4.98,48.79,0.43,15.49
Chandigarh,Urban,740,720,104,86.82,23.2,917.97,819.84,97.96,93.56,99.85,99.11,85.37,95.81,96.78,32.31,6.4,83.1,94.8,59.91,64.48,75.2,91.91,9.84,Null,1.41,0.76,8.8,Null,Null,Null,77.53,55.77,19.02,0.32,4.29,0.4,31.23,0,6.97,2.48,34.29,-91.49,82.17,79.11,93.08,73.85,64.33,97.42,90.52,5585.62,Null,89.43,97,83.37,0,97,31.65,-44.81,30.64,-81.66,-83.57,-96.73,-81.66,-88.7,-88.7,-15.13,-85.71,-85.71,72.35,-92.81,-7.19,4.37,Null,Null,Null,0.33,Null,63.69,Null,Null,-22.89,Null,-19.1,25.2,8.3,2.37,20.18,1.87,13.06,15.06,43.91,34.44,60.42,66.9,54.97,60.08,Null,60.25,57.48,8.08,Null,6.01,11.96,18.97,7.11,8.79,16.62,14.43,5.53,24.97,18.64,8.58,30.57,1.43,0,0.39,-2.38,20.33,53.56,72.25,85.04,94.57,22.03,30.43,87.1,70,93.32,9.67,0,Null,0.57,11.95,0.27,18.5
Chandigarh,Rural,21,26,0,-69.23,32.32,867.92,Null,Null,Null,100,100,47.57,Null,Null,Null,Null,-69.23,Null,-30.77,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-64,Null,Null,Null,-3.45,-13.79,-17.24,-8,-8,-16,-20,-6.67,-30,-19.23,-15.38,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,-0.01,-23.68,-0.01,-31.58
Chandigarh,Total,761,746,104,86.66,23.29,917.45,837.77,97.64,93.63,99.85,99.12,84.98,95.81,96.81,32.23,6.32,82.96,94.8,59.61,64.48,75.2,91.91,9.72,Null,1.4,0.76,8.72,Null,Null,Null,77.42,55.6,18.99,0.31,4.24,0.45,31.07,0,6.89,2.46,33.96,-91.68,82.34,78.74,93.15,73.91,64.48,97.24,90.61,5546.35,Null,89.34,96.87,83.24,0.16,97.03,31.3,-44.28,30.35,-80.93,-82.77,-96.76,-80.93,-87.9,-87.9,-14.99,-84.94,-84.94,72.57,-92.88,-7.12,4.33,Null,Null,Null,0.33,Null,63.72,Null,Null,-22.7,Null,-18.97,25.3,8.41,2.34,20.56,1.85,13.01,15.06,44.02,34.44,60.71,66.9,54.58,60.09,Null,60.3,57.67,8.08,Null,5.98,11.98,18.95,7.12,8.78,16.62,14.49,5.55,25.03,18.65,8.67,30.62,1.41,0,0.39,-2.38,20.33,53.56,72.25,85.04,94.57,22.03,30.43,87.1,70,93.39,9.67,0,Null,0.56,12.06,0.27,18.63
Chhattisgarh,Urban,4518,5421,794,80.3,23.2,1016.36,933.47,97.25,81.15,99.46,98.59,88.15,80.23,99.02,68.81,6.29,85.26,90.27,52.39,52.19,44.45,75.4,8.1,9.76,1.42,1.72,19.37,19.3,26.23,28.94,71.32,64.91,47.25,0.39,3.7,2.6,7.88,0.38,7.98,3.52,28.02,82.94,71.54,62.16,92.14,41.39,23.46,98.52,90.31,2536.02,4.81,87.27,93.12,58.91,3.03,95.53,31.18,60.4,17.84,77.33,81.83,95.79,85.75,83.96,87.74,34.81,48.49,82.28,81.85,88.86,10.56,3.3,-68.76,-33.76,-73.29,1.45,63.21,29.96,73.8,41.77,9.38,-4.68,8.99,29.95,18.91,8.95,25.82,5.68,15.97,11.08,23.14,22.4,64.52,47.92,71.08,57.08,38.76,56.54,62.18,20.81,22.48,5.39,5.38,12.12,6.46,4.84,12.76,14.56,5.65,23.53,19.5,6.32,27.84,0.38,0.42,0.44,1.39,23.86,37.38,86.28,90.24,96.54,28.41,46.14,77.93,61.17,83.17,14.02,1.23,0.53,9.39,33.42,1.26,28.55
Chhattisgarh,Rural,20032,23047,3380,66.06,26.04,1014.28,966.98,96.42,75.65,98.6,94.67,73.5,19.22,98.32,72.09,4.18,71.3,86.33,32.05,38.14,20.78,50.42,13.2,18.25,1.94,3.41,25.15,35.58,48.7,55.79,66.77,60.76,47.62,0.89,2.59,2.33,3.01,0.36,8.33,3.39,30.69,83.52,64.07,59.57,91.87,45.89,27.05,97.17,82.28,1681.66,10.26,80.16,83.9,72.74,6.47,87.15,11.27,54.46,7.13,80.4,85.64,96.63,83.8,88.42,90.93,29.13,50.93,86.96,85.18,98.74,1.05,3.71,67.01,41.39,73.88,1.49,63.73,32.77,81.52,41.22,9.74,1.6,9.35,35.75,18.87,7.19,32.71,3.56,25.33,19.35,11.25,12.66,52.55,43.22,66.16,62.46,54.75,62.15,61.24,28.87,34.35,4.25,3.28,8.07,5.13,4.24,10.25,14.91,7.09,23.59,18.9,7.79,27.66,0.25,0.14,0.17,1.13,22.78,28.67,72.06,83.3,91.54,42.62,45.45,81.14,33.94,64.81,22.19,0.85,0.86,19.63,45.98,6.05,36.69
Chhattisgarh,Total,24550,28468,4174,69.28,25.41,1014.74,960.16,96.58,76.97,98.79,95.54,76.76,33,98.48,71.35,4.62,74.62,87.26,36.89,41.45,26.69,56.32,12.04,16.17,1.82,3.06,23.9,32.37,44.24,50.4,67.81,61.71,47.53,0.78,2.84,2.4,4.12,0.36,8.25,3.42,30.06,83.38,65.66,60.12,91.93,44.94,26.29,97.45,83.99,1833.49,9.76,81.67,85.72,70.01,5.79,88.81,15.2,57.01,8.91,79.74,84.79,96.44,84.22,87.45,90.24,30.36,50.4,85.95,84.52,96.63,3.09,3.63,67.32,40,73.77,1.48,63.62,32.24,80.35,41.31,9.67,2.55,9.28,34.6,18.88,7.54,31.33,3.98,23.08,17.41,14.11,14.94,55.42,44.32,67.24,61.17,51.79,60.82,61.44,26.99,31.45,4.52,3.76,9.01,5.43,4.38,10.83,14.83,6.76,23.58,19.04,7.45,27.7,0.28,0.21,0.24,1.19,23.05,30.72,75.61,84.94,92.66,39.07,45.63,80.34,40.74,68.82,20.23,0.94,0.79,17.27,43.11,4.95,34.83
Dadra and Nagar Haveli & Daman and Diu,Urban,1542,1455,260,85.76,24.36,775.2,704.76,96.57,91.45,99.86,97.88,68.5,95.16,98.09,39.5,6.15,87.69,95.44,48.6,58.77,49.42,76.21,26.69,-20.61,1.72,1.88,32.03,-20.32,-33.33,-43.8,63.53,53.63,30.88,0,2.96,3.45,15.62,0.68,15.37,7.35,27.6,66.93,71.77,77.93,78.71,56.01,35.24,97.82,91.52,1132.26,Null,92.05,96.38,60.38,0.85,97.03,29.89,44.52,22.96,90.01,91.94,96.23,92.41,94.53,92.59,35.18,5.74,89,86.04,94.76,5.24,2.31,Null,Null,Null,0.6,88.93,19.43,-64.76,Null,9.76,Null,8.99,32.89,22.14,5.12,33.63,1.21,20.74,19.16,34.04,27.57,46.2,45.66,75,60.43,-61.06,60.45,60.07,17.89,-12.07,5.49,7.27,13.96,7.58,8.51,17.17,8.9,3.28,16.49,11.86,3.06,17.03,0.85,0.47,0.51,2.08,31.44,35.2,75.8,81.31,95.73,23.5,51.93,78.02,75.38,90.95,21.78,1.32,4.41,2.39,39.62,0.52,29.09
Dadra and Nagar Haveli & Daman and Diu,Rural,1134,1258,167,64.98,26.38,875.49,939.54,99.48,99.57,99.48,93.16,63.34,62.56,78.44,66.26,1.33,67.9,91.56,24.22,40.66,23.84,61.3,26.16,-7.42,1.94,5.75,45.14,-22.51,-30.43,-30.43,72.43,65.95,52.41,0.3,1.48,2.81,7.81,1.14,8.48,3.19,23.22,72.17,84,94.84,90.8,63.7,37.19,99.85,91.66,329.13,Null,89.81,96.65,82.93,1.88,98.53,16.12,37.32,13.26,100,94.78,100,100,100,100,53.68,1.52,97.45,86.25,100,0,2.95,Null,Null,Null,0.06,-94.83,31.79,-93.29,Null,11.42,Null,11.29,45.66,21.08,3.49,43.52,2.45,29,17.45,20.31,15.95,44.68,18.4,76.84,64.52,-60.4,64.36,66.26,30.34,-59.96,7.52,4.8,13.31,8.34,6.88,15.66,6.69,4.49,13.61,7.79,4.32,13.85,0,0,0,0,19.03,21.49,51.69,77.08,87.43,39.47,59.74,89.28,45.53,95.57,10.83,7.8,4.13,3.32,37.53,1.61,26.54
Dadra and Nagar Haveli & Daman and Diu,Total,2676,2713,427,74.4,25.43,827.03,817.27,98.09,95.4,99.66,95.37,65.76,79.94,89.12,51.99,3.73,77.26,93.43,35.75,49.4,36.7,68.34,26.41,12.58,1.84,4.26,40.01,21.43,31.84,36.99,67.98,59.78,41.64,0.15,2.22,3.13,11.72,0.91,11.92,5.27,25.3,69.91,77.74,86.18,84.61,59.76,36.19,98.83,91.59,676.99,Null,90.95,96.52,71.9,1.38,97.79,22.86,42.47,17.25,94.88,93.37,98.07,96.11,97.2,96.2,44.19,3.69,93.12,86.16,97.33,2.67,2.64,Null,Null,Null,0.32,90.65,25.93,79.36,-43.3,10.7,-3.97,10.22,39.42,21.59,4.28,38.7,1.85,25.07,18.25,26.84,21.37,45.4,31.13,75.8,62.58,60.66,62.51,63.9,24.62,36.99,6.61,5.91,13.6,7.97,7.67,16.39,7.68,3.95,14.91,9.76,3.71,15.39,0.41,0.23,0.25,1.07,25.26,28.1,63.81,79.12,91.85,31.45,55.82,83.62,60.54,93.59,16.81,4.29,4.28,2.9,38.56,1.11,27.8
